group,group,dataset,id,data_central,theory (p),theory (N),cfactor,
CHORUS,CHORUS,CHORUSNUPb,268,1.7803,1.54860842227936,1.51487946510315,-0.021780171598553,0
CHORUS,CHORUS,CHORUSNUPb,269,1.711,1.49065828323364,1.48327386379242,-0.004953797610277,0
CHORUS,CHORUS,CHORUSNUPb,270,1.5048,1.42591094970703,1.4469997882843,0.014789730439761,0
CHORUS,CHORUS,CHORUSNUPb,271,1.4664,1.39080798625946,1.41066706180573,0.014278804653456,0
CHORUS,CHORUS,CHORUSNUPb,272,1.9882,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,273,2.0383,1.85863769054413,1.79930126667023,-0.031924685577925,0
CHORUS,CHORUS,CHORUSNUPb,274,2.0756,1.8086918592453,1.77067887783051,-0.021016836682538,0
CHORUS,CHORUS,CHORUSNUPb,275,1.9115,1.7533106803894,1.73415851593018,-0.010923428844325,0
CHORUS,CHORUS,CHORUSNUPb,276,1.8882,1.69737696647644,1.69573771953583,-0.000965753025396,0
CHORUS,CHORUS,CHORUSNUPb,277,1.8814,1.646488904953,1.65886890888214,0.007519032707658,0
CHORUS,CHORUS,CHORUSNUPb,278,1.6883,1.60377550125122,1.62559735774994,0.013606553087819,0
CHORUS,CHORUS,CHORUSNUPb,279,1.9759,1.87733662128449,1.88249349594116,0.002746909956483,0
CHORUS,CHORUS,CHORUSNUPb,280,1.9852,1.82571458816528,1.85267221927643,0.01476552320165,0
CHORUS,CHORUS,CHORUSNUPb,281,1.9613,1.77396941184998,1.81568622589111,0.023516084190896,0
CHORUS,CHORUS,CHORUSNUPb,282,1.8421,1.73286116123199,1.7781879901886,0.026157219037894,0
CHORUS,CHORUS,CHORUSNUPb,283,1.9772,1.69659411907196,1.74276030063629,0.027211093711432,0
CHORUS,CHORUS,CHORUSNUPb,284,1.9328,1.6616792678833,1.71079158782959,0.029555836012115,0
CHORUS,CHORUS,CHORUSNUPb,285,1.7373,1.63175249099731,1.68289661407471,0.03134306419605,0
CHORUS,CHORUS,CHORUSNUPb,286,1.7245,1.77512359619141,1.80112361907959,0.014646880332146,0
CHORUS,CHORUS,CHORUSNUPb,287,1.7929,1.74229419231415,1.7607342004776,0.010583751151096,0
CHORUS,CHORUS,CHORUSNUPb,288,1.9081,1.70082926750183,1.72179055213928,0.012324155656281,0
CHORUS,CHORUS,CHORUSNUPb,289,1.803,1.66092610359192,1.68640720844269,0.015341504234092,0
CHORUS,CHORUS,CHORUSNUPb,290,1.8066,1.6249977350235,1.65489280223846,0.018396990082287,0
CHORUS,CHORUS,CHORUSNUPb,291,1.7281,1.5938560962677,1.6272634267807,0.020960066966666,0
CHORUS,CHORUS,CHORUSNUPb,292,1.683,1.56762456893921,1.60342764854431,0.022839065114506,0
CHORUS,CHORUS,CHORUSNUPb,293,1.5696,1.6267215013504,1.63106954097748,0.002672885078033,0
CHORUS,CHORUS,CHORUSNUPb,294,1.6495,1.58057224750519,1.58465445041657,0.002582737307846,0
CHORUS,CHORUS,CHORUSNUPb,295,1.642,1.53996646404266,1.5461061000824,0.003986863469492,0
CHORUS,CHORUS,CHORUSNUPb,296,1.5417,1.50479030609131,1.51352596282959,0.005805231933592,0
CHORUS,CHORUS,CHORUSNUPb,297,1.5902,1.47432005405426,1.485600233078,0.007651106008307,0
CHORUS,CHORUS,CHORUSNUPb,298,1.6204,1.44808793067932,1.4614645242691,0.009237418050648,0
CHORUS,CHORUS,CHORUSNUPb,299,1.5419,1.4257652759552,1.44055926799774,0.010376176424012,0
CHORUS,CHORUS,CHORUSNUPb,300,1.4496,1.46001660823822,1.4114260673523,-0.033280813801535,0
CHORUS,CHORUS,CHORUSNUPb,301,1.5012,1.40055811405182,1.36362516880035,-0.026370162637963,0
CHORUS,CHORUS,CHORUSNUPb,302,1.3267,1.35795831680298,1.32745456695557,-0.022462950055217,0
CHORUS,CHORUS,CHORUSNUPb,303,1.4049,1.32352435588837,1.29839420318604,-0.018987299017602,0
CHORUS,CHORUS,CHORUSNUPb,304,1.3746,1.29480946063995,1.27414011955261,-0.015963229892625,0
CHORUS,CHORUS,CHORUSNUPb,305,1.3746,1.26884984970093,1.25127398967743,-0.013851804472879,0
CHORUS,CHORUS,CHORUSNUPb,306,1.2851,1.24848544597626,1.23345160484314,-0.012041663105942,0
CHORUS,CHORUS,CHORUSNUPb,307,1.1166,1.15291237831116,1.05600619316101,-0.084053382523397,0
CHORUS,CHORUS,CHORUSNUPb,308,1.0472,1.10021436214447,1.01253032684326,-0.079697228393111,0
CHORUS,CHORUS,CHORUSNUPb,309,1.0461,1.06191027164459,0.982646465301514,-0.074642659045309,0
CHORUS,CHORUS,CHORUSNUPb,310,1.0073,1.03149318695068,0.959854900836945,-0.069451051175158,0
CHORUS,CHORUS,CHORUSNUPb,311,1.0354,1.00391602516174,0.938453316688538,-0.065207354830957,0
CHORUS,CHORUS,CHORUSNUPb,312,1.0093,0.983272552490234,0.923144340515137,-0.061151114025117,0
CHORUS,CHORUS,CHORUSNUPb,313,1.0244,0.965577304363251,0.909461379051208,-0.058116450188365,0
CHORUS,CHORUS,CHORUSNUPb,314,0.7427,0.775001883506775,0.636942207813263,-0.17814108408203,0
CHORUS,CHORUS,CHORUSNUPb,315,0.7553,0.72311669588089,0.604568541049957,-0.163940558289169,0
CHORUS,CHORUS,CHORUSNUPb,316,0.6352,0.68726509809494,0.584138333797455,-0.15005383597006,0
CHORUS,CHORUS,CHORUSNUPb,317,0.6599,0.657444298267365,0.566720187664032,-0.137995128777339,0
CHORUS,CHORUS,CHORUSNUPb,318,0.5953,0.636718392372131,0.555521011352539,-0.127524792737786,0
CHORUS,CHORUS,CHORUSNUPb,319,0.6072,0.619660675525665,0.545827031135559,-0.119151734661026,0
CHORUS,CHORUS,CHORUSNUPb,320,0.5885,0.605381190776825,0.536943376064301,-0.11304912632767,0
CHORUS,CHORUS,CHORUSNUPb,321,0.4086,0.42987671494484,0.336800307035446,-0.216518840573481,0
CHORUS,CHORUS,CHORUSNUPb,322,0.3696,0.394534409046173,0.315563172101974,-0.20016311665976,0
CHORUS,CHORUS,CHORUSNUPb,323,0.3732,0.368552029132843,0.300960212945938,-0.183398301580214,0
CHORUS,CHORUS,CHORUSNUPb,324,0.3403,0.35186505317688,0.292709678411484,-0.168119494196143,0
CHORUS,CHORUS,CHORUSNUPb,325,0.3385,0.338702440261841,0.286176264286041,-0.155080595035551,0
CHORUS,CHORUS,CHORUSNUPb,326,0.3028,0.327968031167984,0.280529320240021,-0.144644314139463,0
CHORUS,CHORUS,CHORUSNUPb,327,0.1727,0.198958113789558,0.152758434414864,-0.232208068797642,0
CHORUS,CHORUS,CHORUSNUPb,328,0.158,0.174465611577034,0.13885623216629,-0.204105434239232,0
CHORUS,CHORUS,CHORUSNUPb,329,0.1457,0.161101639270783,0.132231339812279,-0.179205497778815,0
CHORUS,CHORUS,CHORUSNUPb,330,0.1404,0.151576563715935,0.127700939774513,-0.157515273839867,0
CHORUS,CHORUS,CHORUSNUPb,331,0.1306,0.144270986318588,0.124185033142567,-0.13922378773835,0
CHORUS,CHORUS,CHORUSNUPb,332,0.1518,0.138430759310722,0.121185876429081,-0.124574068418808,0
CHORUS,CHORUS,CHORUSNUPb,333,1.2825,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,334,1.5434,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,335,1.4872,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,336,1.6087,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,337,1.431,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,338,1.4739,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,339,1.504,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,340,1.3127,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,341,1.6443,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,342,1.9744,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,343,1.9286,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,344,1.8792,1.66107523441315,1.61531913280487,-0.027546074169507,0
CHORUS,CHORUS,CHORUSNUPb,345,1.8498,1.59471142292023,1.58994436264038,-0.002989293367647,0
CHORUS,CHORUS,CHORUSNUPb,346,1.7181,1.54205369949341,1.55384433269501,0.007646058762722,0
CHORUS,CHORUS,CHORUSNUPb,347,1.828,1.50491607189178,1.51458323001862,0.006423719107923,0
CHORUS,CHORUS,CHORUSNUPb,348,1.5504,1.47040224075317,1.47652769088745,0.004165832970398,0
CHORUS,CHORUS,CHORUSNUPb,349,2.0335,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,350,2.13,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,351,2.0231,1.8915137052536,1.84510779380798,-0.024533743169149,0
CHORUS,CHORUS,CHORUSNUPb,352,2.0748,1.83529317378998,1.8133008480072,-0.011983004185299,0
CHORUS,CHORUS,CHORUSNUPb,353,2.0048,1.77390551567078,1.77424299716949,0.000190247730635,0
CHORUS,CHORUS,CHORUSNUPb,354,2.0083,1.71672165393829,1.73415505886078,0.010155056227369,0
CHORUS,CHORUS,CHORUSNUPb,355,1.8462,1.66940808296204,1.6962776184082,0.016095247004251,0
CHORUS,CHORUS,CHORUSNUPb,356,1.7086,1.62898623943329,1.66243052482605,0.020530735363606,0
CHORUS,CHORUS,CHORUSNUPb,357,2.021,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,358,2.0827,1.89407896995544,1.90417802333832,0.005331907245193,0
CHORUS,CHORUS,CHORUSNUPb,359,1.9199,1.8387246131897,1.87068009376526,0.017379155283144,0
CHORUS,CHORUS,CHORUSNUPb,360,1.9956,1.79461216926575,1.83144521713257,0.020524238327154,0
CHORUS,CHORUS,CHORUSNUPb,361,1.8258,1.7527482509613,1.79246652126312,0.022660567642863,0
CHORUS,CHORUS,CHORUSNUPb,362,1.9623,1.71162414550781,1.75610673427582,0.025988526093623,0
CHORUS,CHORUS,CHORUSNUPb,363,1.8504,1.67545199394226,1.72357499599457,0.028722399821839,0
CHORUS,CHORUS,CHORUSNUPb,364,1.7855,1.64498031139374,1.6954026222229,0.030652227555503,0
CHORUS,CHORUS,CHORUSNUPb,365,1.8918,1.80216252803803,1.8393349647522,0.020626572873336,0
CHORUS,CHORUS,CHORUSNUPb,366,1.9277,1.79039120674133,1.80247271060944,0.006747968724719,0
CHORUS,CHORUS,CHORUSNUPb,367,1.8449,1.74715268611908,1.7587411403656,0.006632765606916,0
CHORUS,CHORUS,CHORUSNUPb,368,1.8825,1.70134508609772,1.71827435493469,0.009950520312022,0
CHORUS,CHORUS,CHORUSNUPb,369,1.7481,1.65933048725128,1.68207097053528,0.013704613673233,0
CHORUS,CHORUS,CHORUSNUPb,370,1.7657,1.62240564823151,1.65011596679688,0.017079772001271,0
CHORUS,CHORUS,CHORUSNUPb,371,1.7322,1.59068477153778,1.62222874164581,0.019830434459706,0
CHORUS,CHORUS,CHORUSNUPb,372,1.6661,1.56417119503021,1.59822654724121,0.021772138701442,0
CHORUS,CHORUS,CHORUSNUPb,373,1.6883,1.68501758575439,1.6777104139328,-0.004336555228486,0
CHORUS,CHORUS,CHORUSNUPb,374,1.7317,1.62041485309601,1.61785185337067,-0.001581693552392,0
CHORUS,CHORUS,CHORUSNUPb,375,1.7233,1.57126772403717,1.56954419612885,-0.001096902763265,0
CHORUS,CHORUS,CHORUSNUPb,376,1.5543,1.52949965000153,1.5302871465683,0.000514872015023,0
CHORUS,CHORUS,CHORUSNUPb,377,1.4807,1.49350035190582,1.49742221832275,0.002625956138495,0
CHORUS,CHORUS,CHORUSNUPb,378,1.4869,1.46251714229584,1.46941459178925,0.004716149502754,0
CHORUS,CHORUS,CHORUSNUPb,379,1.5382,1.43532013893127,1.44439661502838,0.006323659684637,0
CHORUS,CHORUS,CHORUSNUPb,380,1.5726,1.41284823417664,1.42377090454102,0.007730958003954,0
CHORUS,CHORUS,CHORUSNUPb,381,1.4456,1.52811920642853,1.46196925640106,-0.043288474975764,0
CHORUS,CHORUS,CHORUSNUPb,382,1.4275,1.43617832660675,1.38924157619476,-0.032681700832295,0
CHORUS,CHORUS,CHORUSNUPb,383,1.5234,1.37974858283997,1.34072697162628,-0.028281682401416,0
CHORUS,CHORUS,CHORUSNUPb,384,1.3732,1.33762121200562,1.30458092689514,-0.024700778377261,0
CHORUS,CHORUS,CHORUSNUPb,385,1.4315,1.30348110198975,1.27570402622223,-0.021309918283522,0
CHORUS,CHORUS,CHORUSNUPb,386,1.3212,1.27323925495148,1.24957263469696,-0.018587724312206,0
CHORUS,CHORUS,CHORUSNUPb,387,1.3745,1.24935829639435,1.22939658164978,-0.015977574089176,0
CHORUS,CHORUS,CHORUSNUPb,388,1.3377,1.22891736030579,1.21171283721924,-0.013999739642596,0
CHORUS,CHORUS,CHORUSNUPb,389,1.1706,1.2125735282898,1.10449266433716,-0.089133451647319,0
CHORUS,CHORUS,CHORUSNUPb,390,1.1021,1.12656688690186,1.02854442596436,-0.087009890027098,0
CHORUS,CHORUS,CHORUSNUPb,391,1.1254,1.07488930225372,0.985924303531647,-0.082766661213897,0
CHORUS,CHORUS,CHORUSNUPb,392,1.0328,1.03700602054596,0.956764101982117,-0.077378450051425,0
CHORUS,CHORUS,CHORUSNUPb,393,1.0011,1.00459396839142,0.931867957115173,-0.072393438109823,0
CHORUS,CHORUS,CHORUSNUPb,394,0.9734,0.980445027351379,0.91442859172821,-0.067333133201266,0
CHORUS,CHORUS,CHORUSNUPb,395,0.9176,0.959899723529816,0.899389445781708,-0.063038123946525,0
CHORUS,CHORUS,CHORUSNUPb,396,0.9881,0.942323744297028,0.885912835597992,-0.059863618040441,0
CHORUS,CHORUS,CHORUSNUPb,397,0.7579,0.834506511688232,0.674986362457275,-0.191155068290891,0
CHORUS,CHORUS,CHORUSNUPb,398,0.7294,0.746290981769562,0.612110674381256,-0.179796233193312,0
CHORUS,CHORUS,CHORUSNUPb,399,0.6958,0.696220457553864,0.581541478633881,-0.164716474035971,0
CHORUS,CHORUS,CHORUSNUPb,400,0.6548,0.659177541732788,0.559679687023163,-0.150942422049262,0
CHORUS,CHORUS,CHORUSNUPb,401,0.6009,0.634152472019196,0.546335101127625,-0.138479899970985,0
CHORUS,CHORUS,CHORUSNUPb,402,0.5818,0.614192605018616,0.535576343536377,-0.127999361828617,0
CHORUS,CHORUS,CHORUSNUPb,403,0.5756,0.597762167453766,0.526232421398163,-0.119662551345951,0
CHORUS,CHORUS,CHORUSNUPb,404,0.5289,0.583959400653839,0.517647564411163,-0.113555559116659,0
CHORUS,CHORUS,CHORUSNUPb,405,0.4269,0.473084062337875,0.363053470849991,-0.232581480221798,0
CHORUS,CHORUS,CHORUSNUPb,406,0.4429,0.409106075763702,0.318919837474823,-0.220447076276057,0
CHORUS,CHORUS,CHORUSNUPb,407,0.3382,0.373162776231766,0.297508180141449,-0.202738860650262,0
CHORUS,CHORUS,CHORUSNUPb,408,0.3608,0.35184708237648,0.286688089370728,-0.185191227295816,0
CHORUS,CHORUS,CHORUSNUPb,409,0.302,0.335938960313797,0.279009908437729,-0.16946248753908,0
CHORUS,CHORUS,CHORUSNUPb,410,0.3044,0.323372274637222,0.272896975278854,-0.156090374213417,0
CHORUS,CHORUS,CHORUSNUPb,411,0.287,0.313091844320297,0.267570108175278,-0.145394193335966,0
CHORUS,CHORUS,CHORUSNUPb,412,0.2661,0.304495364427567,0.262603878974915,-0.137576759276469,0
CHORUS,CHORUS,CHORUSNUPb,413,0.1746,0.227876260876656,0.169129699468613,-0.257800269242794,0
CHORUS,CHORUS,CHORUSNUPb,414,0.1595,0.185105666518211,0.141970917582512,-0.233027706536773,0
CHORUS,CHORUS,CHORUSNUPb,415,0.1685,0.163607209920883,0.130074322223663,-0.204959718544407,0
CHORUS,CHORUS,CHORUSNUPb,416,0.1396,0.151407673954964,0.124173082411289,-0.179875899498829,0
CHORUS,CHORUS,CHORUSNUPb,417,0.1194,0.1426020860672,0.120096437633038,-0.157821312821164,0
CHORUS,CHORUS,CHORUSNUPb,418,0.1144,0.135796010494232,0.116904534399509,-0.139116576591366,0
CHORUS,CHORUS,CHORUSNUPb,419,0.1073,0.130331858992577,0.114151112735271,-0.124150352664169,0
CHORUS,CHORUS,CHORUSNUPb,420,1.4502,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,421,1.6872,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,422,1.7208,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,423,1.6933,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,424,1.5306,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,425,1.4122,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,426,1.4472,1.40841460227966,1.18729507923126,-0.156998885619686,0
CHORUS,CHORUS,CHORUSNUPb,427,1.8423,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,428,2.1561,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,429,2.1093,1.73759829998016,1.68495583534241,-0.030296107355974,0
CHORUS,CHORUS,CHORUSNUPb,430,2.084,1.69581127166748,1.67709028720856,-0.011039544772288,0
CHORUS,CHORUS,CHORUSNUPb,431,1.6288,1.64317321777344,1.64669060707092,0.002140607733524,0
CHORUS,CHORUS,CHORUSNUPb,432,1.9745,1.60573816299438,1.60724890232086,0.000940837903273,0
CHORUS,CHORUS,CHORUSNUPb,433,1.653,1.56758975982666,1.56579327583313,-0.001146016668117,0
CHORUS,CHORUS,CHORUSNUPb,434,1.9968,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,435,2.0921,1.95937764644623,1.89440596103668,-0.033159348085545,0
CHORUS,CHORUS,CHORUSNUPb,436,2.0849,1.91445064544678,1.87939488887787,-0.018311131003708,0
CHORUS,CHORUS,CHORUSNUPb,437,2.1154,1.85062563419342,1.84464740753174,-0.003230381418707,0
CHORUS,CHORUS,CHORUSNUPb,438,2.0471,1.78825092315674,1.80351102352142,0.008533534174134,0
CHORUS,CHORUS,CHORUSNUPb,439,1.9008,1.73484694957733,1.76198089122772,0.015640539159378,0
CHORUS,CHORUS,CHORUSNUPb,440,1.9097,1.68759417533875,1.72314417362213,0.021065490034801,0
CHORUS,CHORUS,CHORUSNUPb,441,1.9106,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,442,2.0153,1.90262269973755,1.91915917396545,0.008691410141478,0
CHORUS,CHORUS,CHORUSNUPb,443,1.9782,1.85262989997864,1.88275027275085,0.016258170491885,0
CHORUS,CHORUS,CHORUSNUPb,444,1.9862,1.80905592441559,1.84165668487549,0.018020869349537,0
CHORUS,CHORUS,CHORUSNUPb,445,1.9666,1.76266133785248,1.80147767066956,0.022021435418995,0
CHORUS,CHORUS,CHORUSNUPb,446,1.8049,1.72048151493073,1.76443326473236,0.025546191237867,0
CHORUS,CHORUS,CHORUSNUPb,447,1.8977,1.68361985683441,1.73134326934814,0.028345717306675,0
CHORUS,CHORUS,CHORUSNUPb,448,1.8599,1.81877553462982,1.84462583065033,0.014213021633684,0
CHORUS,CHORUS,CHORUSNUPb,449,1.8741,1.79647898674011,1.8012056350708,0.002631062409066,0
CHORUS,CHORUS,CHORUSNUPb,450,1.8551,1.7470475435257,1.75527107715607,0.004707103513494,0
CHORUS,CHORUS,CHORUSNUPb,451,1.8829,1.69865071773529,1.7136926651001,0.008855232690133,0
CHORUS,CHORUS,CHORUSNUPb,452,1.8042,1.65557384490967,1.67690241336823,0.01288288560739,0
CHORUS,CHORUS,CHORUSNUPb,453,1.7241,1.61809742450714,1.64459145069122,0.016373566747473,0
CHORUS,CHORUS,CHORUSNUPb,454,1.64,1.58664691448212,1.61653530597687,0.018837456035079,0
CHORUS,CHORUS,CHORUSNUPb,455,1.7096,1.6740345954895,1.67044472694397,-0.002144441073801,0
CHORUS,CHORUS,CHORUSNUPb,456,1.5514,1.61272871494293,1.60576820373535,-0.004315983924071,0
CHORUS,CHORUS,CHORUSNUPb,457,1.6511,1.56224167346954,1.55619823932648,-0.003868437416373,0
CHORUS,CHORUS,CHORUSNUPb,458,1.5377,1.51952290534973,1.51653969287872,-0.001963256006543,0
CHORUS,CHORUS,CHORUSNUPb,459,1.578,1.48293423652649,1.48350548744202,0.000385216620843,0
CHORUS,CHORUS,CHORUSNUPb,460,1.5205,1.45062327384949,1.45428669452667,0.002525411485687,0
CHORUS,CHORUS,CHORUSNUPb,461,1.4902,1.42384839057922,1.43040060997009,0.004601767599852,0
CHORUS,CHORUS,CHORUSNUPb,462,1.4383,1.50977325439453,1.44599688053131,-0.042242352404631,0
CHORUS,CHORUS,CHORUSNUPb,463,1.5508,1.41800355911255,1.3706728219986,-0.033378433227329,0
CHORUS,CHORUS,CHORUSNUPb,464,1.4869,1.36293077468872,1.32191300392151,-0.030095270815629,0
CHORUS,CHORUS,CHORUSNUPb,465,1.4398,1.32097446918488,1.28586232662201,-0.02658048537799,0
CHORUS,CHORUS,CHORUSNUPb,466,1.3045,1.2850729227066,1.25491094589233,-0.023471023535959,0
CHORUS,CHORUS,CHORUSNUPb,467,1.3526,1.2569442987442,1.23153471946716,-0.020215358232203,0
CHORUS,CHORUS,CHORUSNUPb,468,1.3003,1.23296189308167,1.21141719818115,-0.017473934126759,0
CHORUS,CHORUS,CHORUSNUPb,469,1.123,1.19055259227753,1.08221244812012,-0.090999880946171,0
CHORUS,CHORUS,CHORUSNUPb,470,1.0325,1.10588443279266,1.00679588317871,-0.089601179540729,0
CHORUS,CHORUS,CHORUSNUPb,471,1.061,1.05473017692566,0.964953184127808,-0.085118445230736,0
CHORUS,CHORUS,CHORUSNUPb,472,1.1247,1.01460158824921,0.933430850505829,-0.080002573111921,0
CHORUS,CHORUS,CHORUSNUPb,473,1.1091,0.98558121919632,0.912480056285858,-0.074170612717307,0
CHORUS,CHORUS,CHORUSNUPb,474,1.0291,0.961443424224854,0.895261228084564,-0.068836287682396,0
CHORUS,CHORUS,CHORUSNUPb,475,1.0204,0.941059410572052,0.880405426025391,-0.064452874988829,0
CHORUS,CHORUS,CHORUSNUPb,476,0.8142,0.810537695884705,0.653305411338806,-0.193985159905831,0
CHORUS,CHORUS,CHORUSNUPb,477,0.695,0.723970115184784,0.593184649944305,-0.180650364562489,0
CHORUS,CHORUS,CHORUSNUPb,478,0.6782,0.672423720359802,0.561034858226776,-0.16565278523105,0
CHORUS,CHORUS,CHORUSNUPb,479,0.65,0.640447795391083,0.54347962141037,-0.151406835465021,0
CHORUS,CHORUS,CHORUSNUPb,480,0.5899,0.616166293621063,0.530562698841095,-0.138929369662362,0
CHORUS,CHORUS,CHORUSNUPb,481,0.6266,0.596754848957062,0.520103096961975,-0.128447639979884,0
CHORUS,CHORUS,CHORUSNUPb,482,0.5593,0.580720007419586,0.510981380939484,-0.120089932478793,0
CHORUS,CHORUS,CHORUSNUPb,483,0.4009,0.454018443822861,0.346494555473328,-0.236827137338686,0
CHORUS,CHORUS,CHORUSNUPb,484,0.3564,0.393412500619888,0.30571112036705,-0.222924742133638,0
CHORUS,CHORUS,CHORUSNUPb,485,0.3325,0.359626770019531,0.286150425672531,-0.204312777780724,0
CHORUS,CHORUS,CHORUSNUPb,486,0.3385,0.339101821184158,0.275925308465958,-0.186305436218495,0
CHORUS,CHORUS,CHORUSNUPb,487,0.3136,0.323761492967606,0.268639713525772,-0.170254278656137,0
CHORUS,CHORUS,CHORUSNUPb,488,0.2947,0.311619579792023,0.2627994120121,-0.156665918786315,0
CHORUS,CHORUS,CHORUSNUPb,489,0.3134,0.301665872335434,0.257677286863327,-0.145818899339049,0
CHORUS,CHORUS,CHORUSNUPb,490,0.1776,0.214801490306854,0.158504918217659,-0.262086506051577,0
CHORUS,CHORUS,CHORUSNUPb,491,0.1443,0.17353543639183,0.133000880479813,-0.23358085676803,0
CHORUS,CHORUS,CHORUSNUPb,492,0.1487,0.155699625611305,0.123681493103504,-0.20564039497264,0
CHORUS,CHORUS,CHORUSNUPb,493,0.1565,0.14424692094326,0.118250876665115,-0.180219058459975,0
CHORUS,CHORUS,CHORUSNUPb,494,0.1454,0.135916903614998,0.114473521709442,-0.157768322667921,0
CHORUS,CHORUS,CHORUSNUPb,495,0.131,0.129460051655769,0.111488237977028,-0.138821307800247,0
CHORUS,CHORUS,CHORUSNUPb,496,0.1067,0.124259516596794,0.108891181647778,-0.12367933957835,0
CHORUS,CHORUS,CHORUSNUPb,497,1.7556,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,498,1.7305,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,499,2.0332,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,500,1.5965,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,501,1.612,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,502,1.3343,1.52337253093719,1.27965521812439,-0.159985366588478,0
CHORUS,CHORUS,CHORUSNUPb,503,1.7279,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,504,2.4395,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,505,2.2166,1.78865003585815,1.73970746994019,-0.027362851836182,0
CHORUS,CHORUS,CHORUSNUPb,506,2.026,1.72934627532959,1.72610986232758,-0.001871466141966,0
CHORUS,CHORUS,CHORUSNUPb,507,1.8861,1.69697499275208,1.69181108474731,-0.003043007720689,0
CHORUS,CHORUS,CHORUSNUPb,508,1.7877,1.65788817405701,1.64971399307251,-0.004930477888924,0
CHORUS,CHORUS,CHORUSNUPb,509,2.3698,0,0,#DIV/0!,0
CHORUS,CHORUS,CHORUSNUPb,510,2.1846,1.98089814186096,1.92473959922791,-0.028350040542871,0
CHORUS,CHORUS,CHORUSNUPb,511,2.0861,1.92834675312042,1.90625905990601,-0.011454212360238,0
CHORUS,CHORUS,CHORUSNUPb,512,1.962,1.86159634590149,1.86892771720886,0.003938217500004,0
CHORUS,CHORUS,CHORUSNUPb,513,2.0781,1.80264019966126,1.82601499557495,0.012966978057013,0
CHORUS,CHORUS,CHORUSNUPb,514,1.8275,1.74901974201202,1.78322315216064,0.019555759907704,0
CHORUS,CHORUS,CHORUSNUPb,515,2.1018,1.95563006401062,1.94555819034576,-0.005150193715165,0
CHORUS,CHORUS,CHORUSNUPb,516,2.0706,1.90973293781281,1.93012285232544,0.01067684078172,0
CHORUS,CHORUS,CHORUSNUPb,517,2.0384,1.86592602729797,1.89122593402863,0.01355890124288,0
CHORUS,CHORUS,CHORUSNUPb,518,1.9776,1.81669902801514,1.84860789775848,0.017564202573615,0
CHORUS,CHORUS,CHORUSNUPb,519,1.8255,1.76890420913696,1.80747842788696,0.021806844345076,0
CHORUS,CHORUS,CHORUSNUPb,520,1.888,1.72588908672333,1.76968717575073,0.025377116852021,0
CHORUS,CHORUS,CHORUSNUPb,521,2.0234,1.83138501644135,1.84700703620911,0.008530166855966,0
CHORUS,CHORUS,CHORUSNUPb,522,2.1246,1.79827392101288,1.79880964756012,0.000297911536714,0
CHORUS,CHORUS,CHORUSNUPb,523,1.9711,1.74468016624451,1.75119709968567,0.003735316975139,0
CHORUS,CHORUS,CHORUSNUPb,524,1.7987,1.69474732875824,1.70876669883728,0.00827224792814,0
CHORUS,CHORUS,CHORUSNUPb,525,1.7516,1.65098571777344,1.67148649692535,0.012417296486104,0
CHORUS,CHORUS,CHORUSNUPb,526,1.6151,1.61340010166168,1.63858222961426,0.015608111048611,0
